F,d,mse,psnr,compression_ratio
8,2,5508.07421875,10.720805773265216,0.046875
8,5,1104.59375,17.698777792934795,0.234375
8,8,144.3515625,26.536588717058617,0.5625
8,14,0.5078125,51.07376973872923,0.984375
16,4,3969.9765625,12.142924180360207,0.0390625
16,10,1112.015625,17.669694712805,0.21484375
16,20,26.296875,33.931762188759734,0.7421875
16,30,0.40625,52.042869868809795,0.99609375
